resume_index,job_index,tfidf_similarity,embedding_similarity,skill_overlap_count,skill_match_ratio,keyword_overlap,resume_word_count,job_word_count,readability_score,skill_density,resume_quality_score,score,label
1868,4,0.014019956303701902,0.04835887998342514,0,0.0,0.375,325,8,22.98461538461538,0.0,0.7,0.021517642146878492,0
1868,5,0.014019956303701902,0.04807322099804878,0,0.0,0.375,325,8,22.98461538461538,0.0,0.7,0.021431944451265585,0
1869,0,0.0,0.18201452493667603,0,0.0,0.5,446,8,28.766816143497763,0.0,0.7,0.054604357481002806,0
1869,1,0.0,0.13582102954387665,0,0.0,0.5,446,8,28.766816143497763,0.0,0.7,0.040746308863162994,0
1869,2,0.0,0.12453317642211914,0,0.0,0.5,446,8,28.766816143497763,0.0,0.7,0.03735995292663574,0
1869,3,0.0,0.1542481780052185,0,0.0,0.5,446,8,28.766816143497763,0.0,0.7,0.04627445340156555,0
1869,4,0.0,0.11646510660648346,0,0.0,0.5,446,8,28.766816143497763,0.0,0.7,0.034939531981945035,0
1869,5,0.0,0.12074193358421326,0,0.0,0.5,446,8,28.766816143497763,0.0,0.7,0.03622258007526397,0
1870,0,0.026200344441743007,0.16513948142528534,0,0.0,0.375,447,8,25.592841163310965,0.0,0.7,0.0626420166484571,1
1870,1,0.026200344441743007,0.14526481926441193,0,0.0,0.375,447,8,25.592841163310965,0.0,0.7,0.05667961800019508,0
1870,2,0.026200344441743004,0.14176735281944275,0,0.0,0.375,447,8,25.592841163310965,0.0,0.7,0.055630378066704324,0
1870,3,0.026200344441743007,0.1526632457971573,0,0.0,0.375,447,8,25.592841163310965,0.0,0.7,0.05889914596001869,1
1870,4,0.026200344441743007,0.1402079463005066,0,0.0,0.375,447,8,25.592841163310965,0.0,0.7,0.05516255611102348,0
1870,5,0.026200344441743007,0.139595627784729,0,0.0,0.375,447,8,25.592841163310965,0.0,0.7,0.0549788605562902,0
1871,0,0.0,0.1582634001970291,0,0.0,0.125,283,8,26.537102473498237,0.0,0.7,0.047479020059108736,0
1871,1,0.0,0.14182797074317932,0,0.0,0.125,283,8,26.537102473498237,0.0,0.7,0.04254839122295379,0
1871,2,0.0,0.14096757769584656,0,0.0,0.125,283,8,26.537102473498237,0.0,0.7,0.04229027330875396,0
1871,3,0.0,0.1472998708486557,0,0.0,0.125,283,8,26.537102473498237,0.0,0.7,0.04418996125459671,0
1871,4,0.0,0.13802427053451538,0,0.0,0.125,283,8,26.537102473498237,0.0,0.7,0.041407281160354616,0
1871,5,0.0,0.13812275230884552,0,0.0,0.125,283,8,26.537102473498237,0.0,0.7,0.04143682569265365,0
1872,0,0.0,0.18701454997062683,0,0.0,0.375,449,8,24.96659242761693,0.0,0.7,0.056104364991188045,0
1872,1,0.0,0.16235728561878204,0,0.0,0.375,449,8,24.96659242761693,0.0,0.7,0.04870718568563461,0
